"SalesID","OrderDate","ProductName","ProductCategory","SubCategory","PackSize","Quantity","UnitPrice","TotalRevenue","Profit","CustomerName","City_Cust","State_Cust","StoreName","City_Store","State_Store","Region","SalesChannel"
"S0172","6/25/2023","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","3","190","570","210","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0173","6/26/2023","Bikaneri Bhujia","Snacks","Spicy","200g","4","85","340","110","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0174","6/27/2023","Gulab Jamun","Sweets","Sweet","500g","1","140","140","40","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0175","6/28/2023","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0176","6/29/2023","Rasgulla","Sweets","Sweet","500g","5","180","900","250","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0177","6/30/2023","Masala Peanuts","Snacks","Spicy","200g","3","110","330","120","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0178","7/1/2023","Mathri","Snacks","Spicy","200g","2","70","140","45","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0179","7/2/2023","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0180","7/3/2023","Shankar Paag","Sweets","Sweet","500g","1","220","220","90","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0181","7/4/2023","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0182","7/5/2023","Plain Ladoo","Sweets","Sweet","200g","4","90","360","140","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0183","7/6/2023","Bikaneri Bhujia","Snacks","Spicy","200g","2","85","170","55","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0184","7/7/2023","Gulab Jamun","Sweets","Sweet","500g","3","140","420","120","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0185","7/8/2023","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0186","7/9/2023","Rasgulla","Sweets","Sweet","500g","2","180","360","100","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0187","7/10/2023","Masala Peanuts","Snacks","Spicy","200g","1","110","110","40","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0188","7/11/2023","Mathri","Snacks","Spicy","200g","5","70","350","112.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0189","7/12/2023","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0190","7/13/2023","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","2","450","900","370","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0191","7/14/2023","Chana Dal","Snacks","Spicy","200g","3","75","225","60","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0192","7/15/2023","Plain Ladoo","Sweets","Sweet","200g","5","90","450","175","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0193","7/16/2023","Bikaneri Bhujia","Snacks","Spicy","200g","4","85","340","110","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0194","7/17/2023","Gulab Jamun","Sweets","Sweet","500g","1","140","140","40","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0195","7/18/2023","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0196","7/19/2023","Rasgulla","Sweets","Sweet","500g","4","180","720","200","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0197","7/20/2023","Masala Peanuts","Snacks","Spicy","200g","3","110","330","120","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0198","7/21/2023","Mathri","Snacks","Spicy","200g","4","70","280","90","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0199","7/22/2023","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0200","7/23/2023","Shankar Paag","Sweets","Sweet","500g","3","220","660","270","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"","","","","","","","","","","","","","","","","",""
"S0201","7/24/2023","Chana Dal","Snacks","Spicy","200g","3","75","225","60","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0202","7/25/2023","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","4","190","760","280","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0203","7/26/2023","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0204","7/27/2023","Gulab Jamun","Sweets","Sweet","500g","5","140","700","200","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0205","7/28/2023","Bikaneri Bhujia","Snacks","Spicy","200g","1","85","85","27.5","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0206","7/29/2023","Rasgulla","Sweets","Sweet","500g","3","180","540","150","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0207","7/30/2023","Masala Peanuts","Snacks","Spicy","200g","4","110","440","160","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0208","7/31/2023","Mathri","Snacks","Spicy","200g","2","70","140","45","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0209","8/1/2023","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0210","8/2/2023","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","3","450","1,350.00","555","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0211","8/3/2023","Chana Dal","Snacks","Spicy","200g","4","75","300","80","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0212","8/4/2023","Plain Ladoo","Sweets","Sweet","200g","5","90","450","175","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0213","8/5/2023","Bikaneri Bhujia","Snacks","Spicy","200g","3","85","255","82.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0214","8/6/2023","Gulab Jamun","Sweets","Sweet","500g","2","140","280","80","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0215","8/7/2023","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0216","8/8/2023","Rasgulla","Sweets","Sweet","500g","4","180","720","200","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0217","8/9/2023","Masala Peanuts","Snacks","Spicy","200g","2","110","220","80","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0218","8/10/2023","Mathri","Snacks","Spicy","200g","3","70","210","67.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0219","8/11/2023","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0220","8/12/2023","Shankar Paag","Sweets","Sweet","500g","5","220","1,100.00","450","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0221","8/13/2023","Chana Dal","Snacks","Spicy","200g","2","75","150","40","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0222","8/14/2023","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","3","190","570","210","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0223","8/15/2023","Bikaneri Bhujia","Snacks","Spicy","200g","5","85","425","137.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0224","8/16/2023","Gulab Jamun","Sweets","Sweet","500g","1","140","140","40","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0225","8/17/2023","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0226","8/18/2023","Rasgulla","Sweets","Sweet","500g","5","180","900","250","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0227","8/19/2023","Masala Peanuts","Snacks","Spicy","200g","1","110","110","40","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0228","8/20/2023","Mathri","Snacks","Spicy","200g","4","70","280","90","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0229","8/21/2023","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0230","8/22/2023","Shankar Paag","Sweets","Sweet","500g","4","220","880","360","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0231","8/23/2023","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0232","8/24/2023","Plain Ladoo","Sweets","Sweet","200g","4","90","360","140","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0233","8/25/2023","Bikaneri Bhujia","Snacks","Spicy","200g","2","85","170","55","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0234","8/26/2023","Gulab Jamun","Sweets","Sweet","500g","3","140","420","120","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0235","8/27/2023","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0236","8/28/2023","Rasgulla","Sweets","Sweet","500g","2","180","360","100","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0237","8/29/2023","Masala Peanuts","Snacks","Spicy","200g","3","110","330","120","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0238","8/30/2023","Mathri","Snacks","Spicy","200g","5","70","350","112.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0239","8/31/2023","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0240","9/1/2023","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","4","450","1,800.00","740","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0241","9/2/2023","Chana Dal","Snacks","Spicy","200g","3","75","225","60","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0242","9/3/2023","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","5","190","950","350","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0243","9/4/2023","Bikaneri Bhujia","Snacks","Spicy","200g","4","85","340","110","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0244","9/5/2023","Gulab Jamun","Sweets","Sweet","500g","4","140","560","160","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0245","9/6/2023","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0246","9/7/2023","Rasgulla","Sweets","Sweet","500g","3","180","540","150","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0247","9/8/2023","Masala Peanuts","Snacks","Spicy","200g","2","110","220","80","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0248","9/9/2023","Mathri","Snacks","Spicy","200g","1","70","70","22.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0249","9/10/2023","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0251","9/12/2023","Chana Dal","Snacks","Spicy","200g","4","75","300","80","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0252","9/13/2023","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","4","190","760","280","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0253","9/14/2023","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0254","9/15/2023","Gulab Jamun","Sweets","Sweet","500g","5","140","700","200","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0255","9/16/2023","Bikaneri Bhujia","Snacks","Spicy","200g","3","85","255","82.5","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0256","9/17/2023","Rasgulla","Sweets","Sweet","500g","4","180","720","200","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0257","9/18/2023","Masala Peanuts","Snacks","Spicy","200g","1","110","110","40","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0258","9/19/2023","Mathri","Snacks","Spicy","200g","5","70","350","112.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0259","9/20/2023","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0260","9/21/2023","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","5","450","2,250.00","925","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0261","9/22/2023","Chana Dal","Snacks","Spicy","200g","2","75","150","40","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0262","9/23/2023","Plain Ladoo","Sweets","Sweet","200g","5","90","450","175","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0263","9/24/2023","Bikaneri Bhujia","Snacks","Spicy","200g","1","85","85","27.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0264","9/25/2023","Gulab Jamun","Sweets","Sweet","500g","3","140","420","120","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0265","9/26/2023","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0266","9/27/2023","Rasgulla","Sweets","Sweet","500g","2","180","360","100","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0267","9/28/2023","Masala Peanuts","Snacks","Spicy","200g","4","110","440","160","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0268","9/29/2023","Mathri","Snacks","Spicy","200g","2","70","140","45","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0269","9/30/2023","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0270","10/1/2023","Shankar Paag","Sweets","Sweet","500g","4","220","880","360","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0271","10/2/2023","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0272","10/3/2023","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","5","190","950","350","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0273","10/4/2023","Bikaneri Bhujia","Snacks","Spicy","200g","4","85","340","110","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0274","10/5/2023","Gulab Jamun","Sweets","Sweet","500g","1","140","140","40","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0275","10/6/2023","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0276","10/7/2023","Rasgulla","Sweets","Sweet","500g","5","180","900","250","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0277","10/8/2023","Masala Peanuts","Snacks","Spicy","200g","3","110","330","120","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0278","10/9/2023","Mathri","Snacks","Spicy","200g","4","70","280","90","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0279","10/10/2023","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0280","10/11/2023","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","4","450","1,800.00","740","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0281","10/12/2023","Chana Dal","Snacks","Spicy","200g","3","75","225","60","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0282","10/13/2023","Plain Ladoo","Sweets","Sweet","200g","4","90","360","140","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0283","10/14/2023","Bikaneri Bhujia","Snacks","Spicy","200g","2","85","170","55","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0284","10/15/2023","Gulab Jamun","Sweets","Sweet","500g","3","140","420","120","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0285","10/16/2023","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0286","10/17/2023","Rasgulla","Sweets","Sweet","500g","2","180","360","100","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0287","10/18/2023","Masala Peanuts","Snacks","Spicy","200g","5","110","550","200","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0288","10/19/2023","Mathri","Snacks","Spicy","200g","1","70","70","22.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0289","10/20/2023","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0290","10/21/2023","Shankar Paag","Sweets","Sweet","500g","5","220","1,100.00","450","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0291","10/22/2023","Chana Dal","Snacks","Spicy","200g","4","75","300","80","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0292","10/23/2023","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","3","190","570","210","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0293","10/24/2023","Bikaneri Bhujia","Snacks","Spicy","200g","5","85","425","137.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0294","10/25/2023","Gulab Jamun","Sweets","Sweet","500g","4","140","560","160","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0295","10/26/2023","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0296","10/27/2023","Rasgulla","Sweets","Sweet","500g","4","180","720","200","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0297","10/28/2023","Masala Peanuts","Snacks","Spicy","200g","2","110","220","80","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0298","10/29/2023","Mathri","Snacks","Spicy","200g","3","70","210","67.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0299","10/30/2023","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0300","10/31/2023","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","3","450","1,350.00","555","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0301","11/1/2023","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0302","11/2/2023","Chana Dal","Snacks","Spicy","200g","3","75","225","60","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0303","11/3/2023","Gulab Jamun","Sweets","Sweet","500g","1","140","140","40","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0304","11/4/2023","Bikaneri Bhujia","Snacks","Spicy","200g","5","85","425","137.5","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0305","11/5/2023","Rasgulla","Sweets","Sweet","500g","2","180","360","100","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0306","11/6/2023","Masala Peanuts","Snacks","Spicy","200g","4","110","440","160","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0307","11/7/2023","Mathri","Snacks","Spicy","200g","2","70","140","45","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0308","11/8/2023","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0309","11/9/2023","Shankar Paag","Sweets","Sweet","500g","1","220","220","90","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0310","11/10/2023","Chana Dal","Snacks","Spicy","200g","2","75","150","40","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0311","11/11/2023","Plain Ladoo","Sweets","Sweet","200g","3","90","270","105","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0312","11/12/2023","Bikaneri Bhujia","Snacks","Spicy","200g","4","85","340","110","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0313","11/13/2023","Gulab Jamun","Sweets","Sweet","500g","3","140","420","120","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0314","11/14/2023","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0315","11/15/2023","Rasgulla","Sweets","Sweet","500g","1","180","180","50","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0316","11/16/2023","Masala Peanuts","Snacks","Spicy","200g","3","110","330","120","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0317","11/17/2023","Mathri","Snacks","Spicy","200g","1","70","70","22.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
